lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
841,55,blue_team,2,GenAI for Brief Generation and Text Parsing,LDR553 Section 2,"Automated brief generation, text formatting, unstructured text parsing, communication validation, cross-checking outputs, GenAI limitations","[""Leveraging GenAI for Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: AI Security",LDR553 S2 - GenAI applications in comms
842,56,blue_team,2,Training the Organization for Cyber Incidents,LDR553 Section 3,"Enterprise-wide training, organizational maturity, training needs analysis, non-IR personnel onboarding, training program development","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S3 - Organization-wide preparation
843,57,blue_team,2,Developing SOC/IR/IM Teams Through Training,LDR553 Section 3,"Team development, long-term training strategies, tactical exercises, addressing gaps, practical experience, beyond compliance training","[""Building Incident Management Teams""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: SOC Analyst",LDR553 S3 - Team capability building
844,58,blue_team,2,Cyber Incident Exercises and Table-Tops,LDR553 Section 3,"Exercise types, maturity levels, exercise planning, hotseat exercises, external group inclusion, non-IM specialist exercises","[""Training the Organization for Cyber Incidents""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S3 - Practical exercise design
845,59,blue_team,2,Integrating Cyber Threat Intelligence into Incident Management,LDR553 Section 3,"CTI integration, strategic/operational/tactical products, CTI for IM, CTI availability during incidents, CTI requirements development","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Threat Hunter",LDR553 S3 - Leveraging CTI effectively
846,60,blue_team,2,Request For Intelligence (RFI) and PIR Development,LDR553 Section 3,"RFI generation, Priority Intelligence Requirements (PIR), avoiding common mistakes, intelligence feedback loops, optimizing CTI team","[""Integrating Cyber Threat Intelligence into Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Threat Hunter",LDR553 S3 - Intelligence requests
847,61,blue_team,3,Third-Party Supply Chain Compromise Management,LDR553 Section 3,"Supply chain attacks, notification routes, exposure analysis, data void planning, third-party RFI, third-party meeting planning","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S3 - Complex third-party incidents
848,62,blue_team,3,Managing Limitations in Third-Party Incidents,LDR553 Section 3,"Third-party incident limitations, scope assessment, impact analysis, investigative actions, closing third-party incidents","[""Third-Party Supply Chain Compromise Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S3 - Working with constraints
849,63,blue_team,2,GenAI for Idea Validation and Information Parsing,LDR553 Section 3,"Validating IC ideas, external information parsing, simplifying complex info, unburdening leaders, bespoke GPT creation","[""Leveraging GenAI for Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: AI Security",LDR553 S3 - GenAI as decision support
850,41,fundamentals,2,Cyber Incident Exercise Design and Facilitation,LDR553 Section 3,"Exercise design, facilitation techniques, participant engagement, scenario development, learning objectives, post-exercise debrief","[""Cyber Incident Exercises and Table-Tops""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S3 - Running effective exercises
851,64,blue_team,2,Submarine Studios Case Study: Third-Party Compromise,LDR553 Section 3,"Case study analysis, scope understanding, impact assessment, immediate remediation, required information unavailability","[""Third-Party Supply Chain Compromise Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer",LDR553 S3 - Hands-on third-party scenario
852,65,blue_team,2,Incident Timelines for Visualization,LDR553 Section 4,"Timeline scoping, audience consideration, detail levels, timeline styles, comprehensive view visualization, case studies","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: DFIR Specialist",LDR553 S4 - Timeline creation
853,57,cloud,2,Defining and Scoping Cloud Attacks,LDR553 Section 4,"Cloud attack definition, shared responsibility models, MITRE for Cloud, attack focuses, cloud vs on-prem differences","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Cloud Security",LDR553 S4 - Cloud incident fundamentals
854,66,blue_team,3,Credential Theft Attack Management,LDR553 Section 4,"Credential theft vectors, attacker objectives, MITRE framework, Initial Access Brokers, underground marketplaces, MFA fatigue, illicit consent","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S4 - Credential attack management
855,67,blue_team,2,CIMTK: Credential Loss Immediate Actions (CLIA),LDR553 Section 4,"Immediate credential loss response, CLIA framework, credential harvesting, password manager attacks, malicious browser extensions, BYOD vectors","[""Credential Theft Attack Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer",LDR553 S4 - Rapid credential response
856,68,blue_team,3,Business Email Compromise (BEC) Incident Management,LDR553 Section 4,"BEC stages, 6+ BEC types, attacker position, impacted parties, legal support, liability determination, MITRE O365 reference","[""Credential Theft Attack Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: DFIR Specialist",LDR553 S4 - Complex BEC management
857,69,blue_team,3,BEC Investigation and Forensics Direction,LDR553 Section 4,"Inbox investigations, multi-site/multi-vendor compromises, BECIA framework, supporting legal arguments, directing IR for forensics","[""Business Email Compromise (BEC) Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: DFIR Specialist",LDR553 S4 - BEC investigation leadership
858,58,cloud,3,Cloud IaaS Host Compromise Management,LDR553 Section 4,"IaaS compromise vectors, impact assessment, investigation requirements, forensics on cloud VMs, policy holes, network gaps","[""Defining and Scoping Cloud Attacks""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Cloud Security",LDR553 S4 - Cloud asset incidents
859,59,cloud,3,Cloud Management Console Attack Response,LDR553 Section 4,"Management console compromise, attacker goals, policy checks, leveraging auditors, console access vectors, cloud-focused RCA","[""Defining and Scoping Cloud Attacks""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Cloud Security",LDR553 S4 - Management console incidents
860,70,blue_team,2,Incident Management Metrics and KPIs,LDR553 Section 4,"Metrics vs KPIs, message behind metrics, what metrics show/hide, people vs tools, improving IR/IM","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S4 - Measuring IM effectiveness
861,71,blue_team,2,"Policies, Playbooks and Runbooks for IM",LDR553 Section 4,"Policy development, playbook creation, runbook maintenance, leveraging outside groups, disaster recovery integration, relationship management","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S4 - Documentation and processes
862,42,fundamentals,2,Integrating Incident Management with Disaster Recovery,LDR553 Section 4,"DR integration, cross-team collaboration, DR processes, DR exercises, smoother operations, relationship approaches","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S4 - IM and DR alignment
863,72,blue_team,2,Understanding AI Categories for Incident Management,LDR553 Section 5,"AI definition, NLP, neural networks, GenAI, machine learning, robotics, LLMs, ChatGPT, AI applications in IM","[""Leveraging GenAI for Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: AI Security",LDR553 S5 - AI fundamentals for IM
864,73,blue_team,2,AI Risks and Hallucinations in Incident Management,LDR553 Section 5,"AI risks, hallucination problem, minimizing hallucination impact, responsible AI use, when/where/how to apply AI","[""Understanding AI Categories for Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: AI Security",LDR553 S5 - AI limitations and risks
865,74,blue_team,3,Investigating Compromised AI Chatbots,LDR553 Section 5,"Chatbot compromise investigation, behavior assessment, indicators of compromise, vulnerability identification, LLM security","[""Understanding AI Categories for Incident Management""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: AI Security",LDR553 S5 - Hands-on compromised chatbot analysis
866,75,blue_team,3,Ransomware: History and Evolution,LDR553 Section 5,"Ransomware history, early attacks, modern operations, ransomware stages, evolution of tactics, ""how the dirty get dirtier""","[""Cyber Incident Management Fundamentals""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: DFIR Specialist",LDR553 S5 - Ransomware background
867,76,blue_team,3,Ransomware Detection and Alert Analysis,LDR553 Section 5,"Ransomware alerts, attack stage mapping, instant checks, automation opportunities, early warning, adversary preparation phase detection","[""Ransomware: History and Evolution""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: SOC Analyst",LDR553 S5 - Detecting ransomware early
868,77,blue_team,3,Ransomware Incident Management and Executive Decision Support,LDR553 Section 5,"Key questions, executive needs, no-regret options, ""going dark"" implications, clear communication, decision documentation","[""Ransomware: History and Evolution""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S5 - Leading ransomware response
869,78,blue_team,3,CIMTK: Ransomware Initial Actions (RIA),LDR553 Section 5,"Ransomware immediate actions, RIA framework, planning to meet threat, exercising for ransomware, DR options, impact documentation","[""Ransomware Incident Management and Executive Decision Support""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer",LDR553 S5 - Rapid ransomware response
870,79,blue_team,3,Ransomware Negotiation and Attacker Engagement,LDR553 Section 5,"Ransom negotiation planning, negotiation execution, attacker engagement, payment considerations, buying time, parallel investigation","[""Ransomware Incident Management and Executive Decision Support""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer",LDR553 S5 - Negotiation strategy (controversial)
871,80,blue_team,3,Ransomware Recovery and Network Rebuilding,LDR553 Section 5,"Network rebuilding, preventing repeat compromise, technical requirements, procedural requirements, records and evidence, decision documentation","[""Ransomware Incident Management and Executive Decision Support""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer, Career Path: Security Engineer",LDR553 S5 - Recovery and rebuilding
872,81,blue_team,3,LDR553 Capstone: Multi-Stage Time-Sensitive Incident,LDR553 Section 5,"Capstone exercise, report analysis, policy/procedure review, plan creation, leadership briefing, end-of-day summary","[""Ransomware Incident Management and Executive Decision Support"", ""Business Email Compromise (BEC) Incident Management"", ""Cloud Management Console Attack Response""]",idea,"Course: SANS-LDR553, Career Path: Blue Teamer",LDR553 S5 - Final comprehensive exercise
873,30,linux,1,"Linux Kernel, Operating System, and Distributions",SEC406 Section 1,"Kernel architecture, OS components, Linux distributions, distro selection, kernel vs userland",[],idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S1 - Foundation of Linux understanding
874,31,linux,1,Linux Terminals and Manual Pages,SEC406 Section 1,"Terminal usage, shell basics, man pages, help systems, command documentation, navigation tips","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S1 - Essential command line skills
875,32,linux,1,Linux Command History and Navigation,SEC406 Section 1,"Command history, history expansion, directory navigation, path concepts, filesystem hierarchy","[""Linux Terminals and Manual Pages""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S1 - Efficient shell navigation
876,33,linux,1,Linux File Management Commands,SEC406 Section 1,"File operations (cp, mv, rm, mkdir, rmdir), file attributes, directory management, wildcards, glob patterns","[""Linux Command History and Navigation""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S1 - Core file operations
877,34,linux,1,Linux Visual Editors (vi/vim),SEC406 Section 1,"vi/vim basics, modes (normal, insert, command), editing commands, search/replace, configuration","[""Linux File Management Commands""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S1 - Essential text editing
878,35,linux,1,"Searching the Linux Filesystem (find, locate)",SEC406 Section 2,"find command, locate/updatedb, search criteria, file attributes search, time-based search, complex queries","[""Linux File Management Commands""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S2 - Finding files efficiently
879,36,linux,1,Grep and Text Search Techniques,SEC406 Section 2,"grep, egrep, fgrep, regular expressions, grep options, piping, text filtering, pattern matching","[""Linux File Management Commands""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S2 - Text search mastery
880,37,linux,1,Linux Environment Variables and Aliases,SEC406 Section 2,"Environment variables, PATH, shell configuration, aliases, shell functions, .bashrc/.bash_profile","[""Linux Terminals and Manual Pages""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S2 - Shell customization
881,38,linux,2,Linux Redirection and Piping,SEC406 Section 2,"stdin/stdout/stderr, redirection operators, piping, command chaining, input/output control, process substitution","[""Grep and Text Search Techniques""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S2 - I/O manipulation
882,39,linux,2,Linux Account Management,SEC406 Section 2,"User creation (useradd, adduser), user modification, user deletion, password management (passwd), su/sudo, switching users","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S2 - User management
883,40,linux,2,Linux Group Management,SEC406 Section 2,"Group creation (groupadd), group membership, primary/secondary groups, group modification, /etc/group","[""Linux Account Management""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S2 - Group administration
884,41,linux,2,"Linux File Ownership (chown, chgrp)",SEC406 Section 2,"File ownership concepts, chown, chgrp, ownership changes, recursive changes, security implications","[""Linux Group Management""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S2 - Ownership management
885,42,linux,2,Linux File Permissions (chmod),SEC406 Section 3,"Permission model (rwx), chmod numeric/symbolic, permission calculation, umask, default permissions, permission strategies","[""Linux File Ownership (chown, chgrp)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Core permission system
886,43,linux,2,"Linux Special Permissions (SUID, SGID, Sticky Bit)",SEC406 Section 3,"SUID/SGID concepts, sticky bit, security implications, finding special permissions, attack vectors, mitigation","[""Linux File Permissions (chmod)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer, Career Path: Pentester",SEC406 S3 - Advanced permissions and security
887,44,linux,2,Linux Permission Practical Security,SEC406 Section 3,"Permission security best practices, common misconfigurations, privilege escalation risks, permission auditing, security hardening","[""Linux Special Permissions (SUID, SGID, Sticky Bit)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Practical permission security
888,45,linux,2,Linux Sudo and Sudoers Configuration,SEC406 Section 3,"sudo concepts, /etc/sudoers, visudo, sudo policies, NOPASSWD, command restrictions, sudo logging, best practices","[""Linux Account Management""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Privilege delegation
889,41,system,2,SELinux (Security-Enhanced Linux) Fundamentals,SEC406 Section 3,"SELinux architecture, mandatory access control (MAC), contexts, policies, modes (enforcing/permissive/disabled), troubleshooting","[""Linux File Permissions (chmod)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Advanced access control
890,42,system,2,AppArmor Security Framework,SEC406 Section 3,"AppArmor architecture, profiles, enforce/complain modes, profile creation, vs SELinux comparison, Ubuntu/Debian usage","[""SELinux (Security-Enhanced Linux) Fundamentals""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Alternative MAC framework
891,43,system,2,Linux System Hardening Best Practices,SEC406 Section 3,"Hardening checklist, CIS benchmarks, attack surface reduction, unnecessary services, kernel hardening, security configurations","[""SELinux (Security-Enhanced Linux) Fundamentals"", ""AppArmor Security Framework""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S3 - Comprehensive hardening
892,46,linux,2,Linux Resource Limits (ulimit),SEC406 Section 4,"Resource limits, ulimit, /etc/security/limits.conf, soft/hard limits, process constraints, DoS prevention","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S4 - Resource control
893,47,linux,2,"Linux Process Management (ps, top, kill)",SEC406 Section 4,"Process viewing (ps, top, htop), process signals, kill/killall, process priorities (nice/renice), process states","[""Linux Resource Limits (ulimit)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S4 - Managing processes
894,48,linux,2,"Linux Job Scheduling (cron, at)",SEC406 Section 4,"cron/crontab, cron syntax, at/batch, anacron, scheduled tasks, persistence mechanisms, security implications","[""Linux Process Management (ps, top, kill)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S4 - Task scheduling
895,49,linux,2,Linux Services and Systemd,SEC406 Section 4,"systemd architecture, systemctl, service management, unit files, targets, init systems (systemd vs sysvinit), service hardening","[""Linux Process Management (ps, top, kill)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S4 - Service management
896,82,blue_team,2,Linux Logging and Log Rotation,SEC406 Section 4,"syslog/rsyslog, log locations (/var/log), logrotate, log management, log analysis, centralized logging","[""Linux Services and Systemd""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S4 - Log management
897,83,blue_team,2,Linux Auditd Framework,SEC406 Section 4,"auditd architecture, audit rules, aureport/ausearch, file/system call auditing, compliance logging, SIEM integration","[""Linux Logging and Log Rotation""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: DFIR Specialist",SEC406 S4 - Advanced auditing (duplicate check with FOR577)
898,50,linux,2,"Python Package Management on Linux (pip, venv)",SEC406 Section 5,"pip, virtual environments, venv, pipenv, poetry, dependency management, requirements.txt, security considerations","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S5 - Python package management
899,51,linux,2,"Linux Package Management (apt, yum, dnf)",SEC406 Section 5,"Package managers (apt, yum, dnf, zypper), repositories, package installation, updates, security patches, dependency resolution","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S5 - System package management
900,52,linux,2,Installing Open-Source Software from Source,SEC406 Section 5,"Source compilation, ./configure, make, make install, build dependencies, compilation troubleshooting, security risks","[""Linux Package Management (apt, yum, dnf)""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer",SEC406 S5 - Building from source
901,53,linux,2,SSH Fundamentals and Configuration,SEC406 Section 5,"SSH protocol, ssh client, sshd server, /etc/ssh/sshd_config, client config (~/.ssh/config), security best practices","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S5 - Secure remote access
902,54,linux,2,SSH Key Management and Authentication,SEC406 Section 5,"SSH key generation (ssh-keygen), public/private keys, authorized_keys, key-based auth, passphrase management, key rotation","[""SSH Fundamentals and Configuration""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S5 - SSH key authentication
903,55,linux,2,SSH Agent and Key Forwarding,SEC406 Section 5,"ssh-agent, agent forwarding, ForwardAgent, security implications, key management, bastion/jump hosts","[""SSH Key Management and Authentication""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S5 - Advanced SSH usage
904,56,linux,2,SSH Tunneling and Port Forwarding,SEC406 Section 5,"Local/remote/dynamic port forwarding, SSH tunnels, SOCKS proxy, post-quantum cryptography, secure tunneling use cases","[""SSH Fundamentals and Configuration""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Pentester",SEC406 S5 - SSH tunneling and PQC
905,57,linux,2,"Linux Networking and Firewalls (iptables, firewalld)",SEC406 Section 5,"Network configuration, iptables, firewalld, ufw, nftables, firewall rules, network security, traffic filtering","[""Linux Kernel, Operating System, and Distributions""]",idea,"Course: SANS-SEC406, Career Path: Blue Teamer, Career Path: Security Engineer",SEC406 S5 - Network security
906,60,ai_security,2,AI Threat Landscape and Attack Surfaces,SEC411 Section 1 - KNOW,"AI attack surfaces, LLM vulnerabilities, OWASP Top 10 for LLMs, AI-specific threats, threat modeling for AI systems","[""AI Security 101: Understanding AI Threats""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: Security Engineer",SEC411 S1 - Understanding AI threats
907,61,ai_security,2,Tokenization Security in LLMs,SEC411 Section 1 - KNOW,"Tokenization process, token-level attacks, security implications, bypass techniques, tokenization vulnerabilities","[""LLM Architecture and Security Fundamentals""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S1 - Token-level security
908,62,ai_security,2,MITRE ATLAS Framework for AI Threats,SEC411 Section 1 - KNOW,"MITRE ATLAS framework, AI-specific tactics, techniques, procedures, mapping AI threats, adversarial ML techniques","[""AI Threat Landscape and Attack Surfaces""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: Security Engineer",SEC411 S1 - AI threat framework
909,63,ai_security,2,Securing AI Training Pipelines,SEC411 Section 2 - DEFEND,"Training pipeline security, data poisoning prevention, model integrity, supply chain security, secure model training","[""AI Threat Landscape and Attack Surfaces""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: Security Engineer",SEC411 S2 - Training security
910,64,ai_security,2,Inference Environment Security,SEC411 Section 2 - DEFEND,"Inference protection, runtime security, model serving security, inference attacks, deployment hardening","[""Securing AI Training Pipelines""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S2 - Inference security
911,65,ai_security,2,RAG System Security and Controls,SEC411 Section 2 - DEFEND,"RAG architecture security, retrieval attacks, context injection, RAG-specific controls, vector database security","[""Retrieval-Augmented Generation (RAG) Security""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S2 - RAG security controls
912,66,ai_security,2,Input/Output Filtering for LLMs,SEC411 Section 2 - DEFEND,"Input validation, output filtering, content moderation, toxic output prevention, filtering strategies","[""Prompt Injection Defense Strategies""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S2 - I/O filtering
913,67,ai_security,2,AI Guardrail Implementation,SEC411 Section 2 - DEFEND,"Guardrail design, policy enforcement, safety mechanisms, behavioral constraints, guardrail testing","[""Input/Output Filtering for LLMs""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S2 - Implementing guardrails
914,68,ai_security,3,Secure LLM Application Deployment,SEC411 Section 3 - DEPLOY,"Production deployment security, application integration, secure configuration, deployment best practices","[""AI Guardrail Implementation""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: Security Engineer",SEC411 S3 - Production deployment
915,69,ai_security,3,LLM API Security,SEC411 Section 3 - DEPLOY,"API security for LLMs, authentication, authorization, rate limiting, API abuse prevention, secure API design","[""Secure LLM Application Deployment""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S3 - API security
916,70,ai_security,2,Integrating LLMs into SOC Workflows,SEC411 Section 3 - DEPLOY,"SOC integration, workflow automation, AI-assisted analysis, security operations enhancement, practical use cases","[""Secure LLM Application Deployment""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: SOC Analyst",SEC411 S3 - SOC integration
917,71,ai_security,2,AI Monitoring and Observability,SEC411 Section 3 - DEPLOY,"AI system monitoring, behavioral analysis, anomaly detection, observability strategies, performance tracking","[""Secure LLM Application Deployment""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: Blue Teamer",SEC411 S3 - Monitoring AI systems
918,72,ai_security,3,Defending Agentic AI Systems,SEC411 Section 3 - DEPLOY,"Agentic system security, autonomous agents, reasoning model security, advanced AI threats, emerging defenses","[""AI Monitoring and Observability""]",idea,"Course: SANS-SEC411, Career Path: AI Security",SEC411 S3 - Advanced agentic systems
919,73,ai_security,2,NIST AI Risk Management Framework,SEC411 All Sections,"NIST AI RMF, risk assessment, AI governance, compliance, framework implementation, risk mitigation","[""AI Threat Landscape and Attack Surfaces""]",idea,"Course: SANS-SEC411, Career Path: AI Security, Career Path: GRC Analyst",SEC411 - AI risk management
920,84,blue_team,2,Foundations of Security Operations,SEC450 Section 1,"SOC fundamentals, security operations principles, SOC roles, responsibilities, operational workflows, SOC maturity",[],idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S1 - SOC foundations
921,85,blue_team,2,Cyber Threat Intelligence for SOC Analysts,SEC450 Section 1,"CTI fundamentals, threat-informed defense, TIPs (Threat Intelligence Platforms), intelligence consumption, IOC management","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S1 - CTI for SOC
922,86,blue_team,2,SOC Data Sources and SIEM,SEC450 Section 1,"SOC data sources, SIEM fundamentals, log analysis, search queries, correlation rules, SIEM workflow","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S1 - SIEM basics
923,87,blue_team,2,Case Management Systems and Playbooks,SEC450 Section 1,"Case management, playbook design, workflow automation, incident tracking, SOC orchestration, SOAR concepts","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S1 - Case management
924,88,blue_team,2,AI-Powered SOC: LLMs for Investigation and Coding,SEC450 Section 1,"GenAI for SOC, LLM prompting, AI-assisted investigation, automated coding, ChatGPT for analysts, practical AI use","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: AI Security",SEC450 S1 - AI in SOC
925,89,blue_team,2,Network Visibility and Traffic Analysis,SEC450 Section 2,"Network monitoring, traffic analysis, packet capture, network telemetry, visibility strategies, traffic baseline","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S2 - Network visibility
926,90,blue_team,2,DNS Monitoring and Threat Detection,SEC450 Section 2,"DNS monitoring, malicious DNS detection, DNS tunneling, DGA detection, DNS-based threats, analysis techniques","[""Network Visibility and Traffic Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S2 - DNS analysis
927,91,blue_team,2,HTTP Traffic Dissection and Analysis,SEC450 Section 2,"HTTP protocol analysis, Wireshark workflow, HTTP threats, web attack detection, traffic dissection techniques","[""Network Visibility and Traffic Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: DFIR Specialist",SEC450 S2 - HTTP analysis
928,92,blue_team,2,Modern HTTP (HTTP/2 and HTTP/3) Analysis,SEC450 Section 2,"HTTP/2 protocol, HTTP/3/QUIC, modern web protocols, decoding techniques, analyzing encrypted protocols","[""HTTP Traffic Dissection and Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst",SEC450 S2 - Modern HTTP
929,93,blue_team,2,TLS Traffic Analysis without Decryption,SEC450 Section 2,"Encrypted traffic analysis, TLS fingerprinting, JA3/JA3S, metadata analysis, threat detection in encryption","[""Network Visibility and Traffic Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S2 - Encrypted traffic
930,94,blue_team,2,Post-Exploitation Protocol Analysis,SEC450 Section 2,"C2 traffic detection, post-exploitation indicators, lateral movement detection, protocol abuse, beacon analysis","[""Network Visibility and Traffic Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S2 - C2 detection
